OPUS Miner: Filtered Top-k Association Discovery of Self-Sufficient Itemsets
Version 1.2
Copyright (C) 2012-2016 Geoffrey I Webb
This program comes with ABSOLUTELY NO WARRANTY. This is free software, 
and you are welcome to redistribute it under certain conditions.
See the GNU General Public Licence <http://www.gnu.org/licenses/> for details.

If you publish results obtained by using this software please cite
  Webb, G.I. & Vreeken, J. (2014) Efficient Discovery of the Most Interesting Associations.
  ACM Transactions on Knowledge Discovery from Data. 8(3), Art. no. 15.

  -c
  -k 100
  -s EDIBLE
  Mushroom.txt
  Output

File/input/Mushroom.txt: 118 items, 8416 transactions
Found 100 non-redundant productive itemsets in 304 seconds

SELF-SUFFICIENT ITEMSETS:
EDIBLE/field6 = NONE,3688,0.196923,0.00000
EDIBLE/field6 = NONE/field9 = BROAD,3472,0.187986,0.00000
EDIBLE/field9 = BROAD/field13 = SMOOTH,3504,0.180636,0.00000
EDIBLE/field6 = NONE/field13 = SMOOTH,2980,0.160194,0.00000
EDIBLE/field6 = NONE/field14 = SMOOTH,2932,0.157532,0.00000
field20 = PENDANT/EDIBLE/field13 = SMOOTH/field14 = SMOOTH,2728,0.145210,0.00000
field6 = NONE/EDIBLE/field9 = BROAD/field13 = SMOOTH,2800,0.144313,0.00000
EDIBLE/field9 = BROAD/field20 = PENDANT,2960,0.141343,0.00000
field20 = PENDANT/EDIBLE/field5 = BRUISES/field14 = SMOOTH,2368,0.137952,0.00000
field6 = NONE/EDIBLE/field13 = SMOOTH/field14 = SMOOTH,2586,0.135552,0.00000
EDIBLE/field6 = NONE/field20 = PENDANT,2352,0.125367,0.00000
EDIBLE/field9 = BROAD/field5 = BRUISES,2656,0.124484,0.00000
EDIBLE/field9 = BROAD,4176,0.123618,0.00000
EDIBLE/field20 = PENDANT/field13 = SMOOTH,2992,0.123348,0.00000
EDIBLE/field20 = PENDANT,3152,0.123097,0.00000
EDIBLE/field5 = BRUISES/field13 = SMOOTH,2752,0.122204,0.00000
EDIBLE/field6 = NONE/field15 = WHITE,2232,0.116684,0.00000
EDIBLE/field6 = NONE/field16 = WHITE,2160,0.114719,0.00000
EDIBLE/field5 = BRUISES,2752,0.113080,0.00000
EDIBLE/field20 = PENDANT/field14 = SMOOTH,2800,0.112700,0.00000
EDIBLE/field13 = SMOOTH,3780,0.112302,0.00000
EDIBLE/field13 = SMOOTH/field14 = SMOOTH,3194,0.111740,0.00000
EDIBLE/field5 = BRUISES/field14 = SMOOTH,2560,0.111556,0.00000
field6 = NONE/EDIBLE/field20 = PENDANT/field14 = SMOOTH,2192,0.109919,0.00000
field6 = NONE/EDIBLE/field9 = BROAD/field20 = PENDANT,2256,0.108922,0.00000
field6 = NONE/field20 = PENDANT/EDIBLE/field13 = SMOOTH/field14 = SMOOTH,2120,0.105235,0.00000
EDIBLE/field6 = NONE/field5 = BRUISES,1952,0.103184,0.00000
EDIBLE/field20 = PENDANT/field5 = BRUISES,2560,0.102432,0.00000
field6 = NONE/EDIBLE/field20 = PENDANT/field13 = SMOOTH,2192,0.099597,0.00000
EDIBLE/field14 = SMOOTH,3540,0.098993,0.00000
field6 = NONE/EDIBLE/field9 = BROAD/field3 = FIBROUS,1520,0.098888,0.00000
field6 = NONE/field9 = BROAD/EDIBLE/field20 = PENDANT/field13 = SMOOTH,2096,0.098512,0.00000
EDIBLE/field9 = BROAD/field21 = BROWN,1776,0.098492,0.00000
EDIBLE/field9 = BROAD/field21 = BLACK,1728,0.095831,0.00000
EDIBLE/field6 = NONE/field3 = FIBROUS,1652,0.090602,0.00000
EDIBLE/field21 = BROWN,1872,0.089623,0.00000
field6 = NONE/EDIBLE/field9 = BROAD/field5 = BRUISES,1952,0.089144,7.00380e-280
field9 = BROAD/EDIBLE/field20 = PENDANT/field13 = SMOOTH,2800,0.084313,2.64100e-318
EDIBLE/field21 = BLACK,1776,0.084299,0.00000
EDIBLE/field6 = NONE/field21 = BROWN,1472,0.081633,0.00000
field9 = BROAD/EDIBLE/field20 = PENDANT/field5 = BRUISES,2464,0.080253,0.00000
field6 = NONE/EDIBLE/field8 = CROWDED/field16 = WHITE,1312,0.080195,0.00000
EDIBLE/field6 = NONE/field21 = BLACK,1424,0.078971,0.00000
EDIBLE/field6 = NONE/field8 = CROWDED,1384,0.075739,0.00000
EDIBLE/field8 = CROWDED/field15 = WHITE,1480,0.075487,0.00000
EDIBLE/field13 = SMOOTH/field21 = BROWN,1616,0.075426,6.45662e-275
EDIBLE/field8 = CROWDED,1480,0.074980,0.00000
EDIBLE/field15 = WHITE/field23 = GRASSES,1664,0.072765,4.62711e-238
EDIBLE/field16 = WHITE/field23 = GRASSES,1664,0.072765,4.62711e-238
EDIBLE/field9 = BROAD/field8 = CROWDED,1312,0.072760,0.00000
EDIBLE/field8 = CROWDED/field23 = GRASSES,1312,0.072760,0.00000
EDIBLE/field8 = CROWDED/field16 = WHITE,1408,0.071494,4.49937e-302
field6 = NONE/EDIBLE/field20 = PENDANT/field5 = BRUISES,1760,0.071492,1.63427e-182
EDIBLE/field6 = NONE/field23 = GRASSES,1312,0.070479,0.00000
EDIBLE/field14 = SMOOTH/field21 = BROWN,1520,0.070102,2.49120e-246
EDIBLE/field13 = SMOOTH/field21 = BLACK,1520,0.070102,2.49120e-246
field5 = BRUISES/EDIBLE/field14 = SMOOTH/field21 = BROWN,1168,0.066334,1.08470e-228
field5 = BRUISES/EDIBLE/field14 = SMOOTH/field21 = BLACK,1120,0.065206,1.69763e-233
field20 = PENDANT/EDIBLE/field14 = SMOOTH/field21 = BROWN,1264,0.065036,8.80811e-225
EDIBLE/field14 = SMOOTH/field21 = BLACK,1424,0.064778,7.87609e-219
EDIBLE/field6 = NONE/field12 = EQUAL,1120,0.062112,0.00000
EDIBLE/field5 = BRUISES/field21 = BROWN,1264,0.061988,1.13907e-237
EDIBLE/field20 = PENDANT/field21 = BROWN,1360,0.061229,4.18281e-201
EDIBLE/field15 = WHITE/field16 = WHITE,2528,0.061118,1.23978e-114
EDIBLE/field13 = SMOOTH/field15 = WHITE,2340,0.059817,1.11150e-112
EDIBLE/field15 = WHITE,3032,0.059668,0.00000
EDIBLE/field5 = BRUISES/field21 = BLACK,1216,0.059326,1.44366e-223
field20 = PENDANT/EDIBLE/field14 = SMOOTH/field21 = BLACK,1168,0.059008,3.73512e-194
EDIBLE/field13 = SMOOTH/field16 = WHITE,2304,0.057820,1.04614e-105
EDIBLE/field16 = WHITE,2960,0.057703,0.00000
EDIBLE/field8 = CROWDED/field12 = EQUAL,1024,0.056788,3.48383e-307
EDIBLE/field20 = PENDANT/field21 = BLACK,1264,0.055905,1.91744e-175
EDIBLE/field21 = BROWN/field16 = WHITE,1248,0.055017,2.81721e-171
EDIBLE/field21 = BROWN/field15 = WHITE,1248,0.055017,2.81721e-171
EDIBLE/field9 = BROAD/field23 = GRASSES,1664,0.053503,2.10519e-112
EDIBLE/field21 = BLACK/field16 = WHITE,1200,0.052355,5.74764e-159
EDIBLE/field21 = BLACK/field15 = WHITE,1200,0.052355,5.74764e-159
field13 = SMOOTH/EDIBLE/field14 = SMOOTH/field21 = BROWN,1392,0.051317,2.52214e-169
field21 = BROWN/EDIBLE/field15 = WHITE/field16 = WHITE,1056,0.050666,1.94986e-115
EDIBLE/field12 = EQUAL/field23 = GRASSES,1024,0.048678,1.30154e-169
field21 = BLACK/EDIBLE/field15 = WHITE/field16 = WHITE,1008,0.048389,1.50114e-108
EDIBLE/field10 = BROWN,1000,0.048361,2.64580e-299
field13 = SMOOTH/EDIBLE/field14 = SMOOTH/field21 = BLACK,1296,0.047116,7.99726e-150
EDIBLE/field14 = SMOOTH/field15 = WHITE,2100,0.046507,2.18118e-70
EDIBLE/field3 = FIBROUS,1700,0.046121,0.00000
EDIBLE/field12 = EQUAL,1120,0.045891,0.00000
EDIBLE/field23 = GRASSES,1664,0.045392,0.00000
EDIBLE/field14 = SMOOTH/field16 = WHITE,2064,0.044511,6.87970e-65
EDIBLE/field9 = BROAD/field3 = FIBROUS,1520,0.043236,7.95800e-76
EDIBLE/field6 = NONE/field10 = BROWN,776,0.043035,1.55627e-227
field6 = NONE/EDIBLE/field8 = CROWDED/field3 = FIBROUS,692,0.042440,2.72719e-190
EDIBLE/field13 = SMOOTH/field10 = BROWN,872,0.041262,7.31147e-140
EDIBLE/field10 = WHITE,980,0.038381,9.13298e-293
