>50K & field1 = Age41-50 & field6 = Exec-managerial & field7 = Husband & field3 = Prof-school,17,0.000396,4.152659,3.04E-11,0.000522,1
>50K & field1 = Age41-50 & field5 = Married-civ-spouse & field6 = Exec-managerial & field4 = EduNum15,19,0.000443,4.152659,1.76E-12,0.000584,1
>50K & field1 = Age41-50 & field5 = Married-civ-spouse & field6 = Exec-managerial & field3 = Prof-school,19,0.000443,4.152659,1.76E-12,0.000584,1
>50K & field1 = Age41-50 & field6 = Exec-managerial & field7 = Husband & field4 = EduNum15,17,0.000396,4.152659,3.04E-11,0.000522,1
>50K & field8 = White & field9 = Male & field10 = Hour36-50 & field11 = United-States & field1 = Age41-50 & field5 = Married-civ-spouse & field3 = Prof-school,65,0.001493,3.969453,1.18E-36,0.002088,0.955882
>50K & field8 = White & field9 = Male & field10 = Hour36-50 & field11 = United-States & field1 = Age41-50 & field5 = Married-civ-spouse & field4 = EduNum15,65,0.001493,3.969453,1.18E-36,0.002088,0.955882
>50K & field8 = White & field10 = Hour36-50 & field11 = United-States & field1 = Age41-50 & field7 = Husband & field4 = EduNum15,65,0.001493,3.969453,1.18E-36,0.002088,0.955882
>50K & field8 = White & field10 = Hour36-50 & field11 = United-States & field1 = Age41-50 & field7 = Husband & field3 = Prof-school,65,0.001493,3.969453,1.18E-36,0.002088,0.955882
>50K & field9 = Male & field1 = Age41-50 & field6 = Exec-managerial & field4 = EduNum15,18,0.000412,3.934098,1.07E-10,0.000584,0.947368
>50K & field9 = Male & field1 = Age41-50 & field6 = Exec-managerial & field3 = Prof-school,18,0.000412,3.934098,1.07E-10,0.000584,0.947368
>50K & field4 = EduNum13 & field9 = Male & field10 = Hour36-50 & field11 = United-States & field5 = Married-civ-spouse & field6 = Exec-managerial & field2 = Self-emp-inc,44,0.001004,3.887596,4.13E-24,0.001443,0.93617
>50K & field3 = Bachelors & field9 = Male & field10 = Hour36-50 & field11 = United-States & field5 = Married-civ-spouse & field6 = Exec-managerial & field2 = Self-emp-inc,44,0.001004,3.887596,4.13E-24,0.001443,0.93617
>50K & field3 = Bachelors & field10 = Hour36-50 & field11 = United-States & field6 = Exec-managerial & field7 = Husband & field2 = Self-emp-inc,44,0.001004,3.887596,4.13E-24,0.001443,0.93617
>50K & field4 = EduNum13 & field10 = Hour36-50 & field11 = United-States & field6 = Exec-managerial & field7 = Husband & field2 = Self-emp-inc,44,0.001004,3.887596,4.13E-24,0.001443,0.93617
>50K & field9 = Male & field1 = Age41-50 & field5 = Married-civ-spouse & field4 = EduNum15,136,0.003097,3.868231,1.98E-71,0.004484,0.931507
>50K & field9 = Male & field1 = Age41-50 & field5 = Married-civ-spouse & field3 = Prof-school,136,0.003097,3.868231,1.98E-71,0.004484,0.931507
>50K & field1 = Age41-50 & field7 = Husband & field3 = Prof-school,136,0.003097,3.868231,1.98E-71,0.004484,0.931507
>50K & field1 = Age41-50 & field7 = Husband & field4 = EduNum15,136,0.003097,3.868231,1.98E-71,0.004484,0.931507
>50K & field4 = EduNum13 & field8 = White & field9 = Male & field10 = Hour36-50 & field5 = Married-civ-spouse & field6 = Exec-managerial & field2 = Self-emp-inc,49,0.001113,3.839251,4.51E-26,0.001628,0.924528
>50K & field3 = Bachelors & field8 = White & field9 = Male & field10 = Hour36-50 & field5 = Married-civ-spouse & field6 = Exec-managerial & field2 = Self-emp-inc,49,0.001113,3.839251,4.51E-26,0.001628,0.924528
>50K & field4 = EduNum13 & field8 = White & field10 = Hour36-50 & field6 = Exec-managerial & field7 = Husband & field2 = Self-emp-inc,49,0.001113,3.839251,4.51E-26,0.001628,0.924528
>50K & field3 = Bachelors & field8 = White & field10 = Hour36-50 & field6 = Exec-managerial & field7 = Husband & field2 = Self-emp-inc,49,0.001113,3.839251,4.51E-26,0.001628,0.924528
>50K & field8 = White & field9 = Male & field11 = United-States & field1 = Age41-50 & field5 = Married-civ-spouse & field6 = Exec-managerial & field3 = Masters,105,0.002374,3.791559,3.53E-53,0.003532,0.913043
>50K & field8 = White & field9 = Male & field11 = United-States & field1 = Age41-50 & field5 = Married-civ-spouse & field6 = Exec-managerial & field4 = EduNum14,105,0.002374,3.791559,3.53E-53,0.003532,0.913043
>50K & field8 = White & field11 = United-States & field1 = Age41-50 & field6 = Exec-managerial & field7 = Husband & field3 = Masters,105,0.002374,3.791559,3.53E-53,0.003532,0.913043
>50K & field8 = White & field11 = United-States & field1 = Age41-50 & field6 = Exec-managerial & field7 = Husband & field4 = EduNum14,105,0.002374,3.791559,3.53E-53,0.003532,0.913043
>50K & field8 = White & field10 = Hour36-50 & field6 = Exec-managerial & field3 = Doctorate,31,0.000701,3.786248,1.76E-16,0.001044,0.911765
>50K & field8 = White & field10 = Hour36-50 & field6 = Exec-managerial & field4 = EduNum16,31,0.000701,3.786248,1.76E-16,0.001044,0.911765
72 itemsets failed test for self sufficiency,,,,,,
>50K & field8 = White & field10 = Hour36-50 & field11 = United-States & field1 = Age41-50 & field5 = Married-civ-spouse & field4 = EduNum15,66,0.001517,3.972109,2.94E-37,0.002119,0.956522
>50K & field8 = White & field10 = Hour36-50 & field11 = United-States & field1 = Age41-50 & field5 = Married-civ-spouse & field3 = Prof-school,66,0.001517,3.972109,2.94E-37,0.002119,0.956522
>50K & field8 = White & field11 = United-States & field1 = Age41-50 & field5 = Married-civ-spouse & field3 = Prof-school,121,0.002777,3.95647,7.71E-67,0.0039,0.952756
>50K & field8 = White & field11 = United-States & field1 = Age41-50 & field5 = Married-civ-spouse & field4 = EduNum15,121,0.002777,3.95647,7.71E-67,0.0039,0.952756
>50K & field8 = White & field9 = Male & field11 = United-States & field1 = Age41-50 & field5 = Married-civ-spouse & field4 = EduNum15,118,0.002707,3.951724,4.94E-65,0.003808,0.951613
>50K & field8 = White & field9 = Male & field11 = United-States & field1 = Age41-50 & field5 = Married-civ-spouse & field3 = Prof-school,118,0.002707,3.951724,4.94E-65,0.003808,0.951613
>50K & field8 = White & field11 = United-States & field1 = Age41-50 & field7 = Husband & field3 = Prof-school,118,0.002707,3.951724,4.94E-65,0.003808,0.951613
>50K & field8 = White & field11 = United-States & field1 = Age41-50 & field7 = Husband & field4 = EduNum15,118,0.002707,3.951724,4.94E-65,0.003808,0.951613
>50K & field8 = White & field1 = Age41-50 & field5 = Married-civ-spouse & field4 = EduNum15,128,0.002933,3.937336,6.81E-70,0.004146,0.948148
>50K & field8 = White & field1 = Age41-50 & field5 = Married-civ-spouse & field3 = Prof-school,128,0.002933,3.937336,6.81E-70,0.004146,0.948148
>50K & field11 = United-States & field1 = Age41-50 & field5 = Married-civ-spouse & field3 = Prof-school,124,0.002839,3.930761,1.71E-67,0.004023,0.946565
>50K & field11 = United-States & field1 = Age41-50 & field5 = Married-civ-spouse & field4 = EduNum15,124,0.002839,3.930761,1.71E-67,0.004023,0.946565
>50K & field8 = White & field9 = Male & field1 = Age41-50 & field5 = Married-civ-spouse & field3 = Prof-school,123,0.002816,3.929054,6.82E-67,0.003993,0.946154
>50K & field8 = White & field9 = Male & field1 = Age41-50 & field5 = Married-civ-spouse & field4 = EduNum15,123,0.002816,3.929054,6.82E-67,0.003993,0.946154
>50K & field8 = White & field1 = Age41-50 & field7 = Husband & field3 = Prof-school,123,0.002816,3.929054,6.82E-67,0.003993,0.946154
>50K & field8 = White & field1 = Age41-50 & field7 = Husband & field4 = EduNum15,123,0.002816,3.929054,6.82E-67,0.003993,0.946154
>50K & field8 = White & field10 = Hour36-50 & field1 = Age41-50 & field5 = Married-civ-spouse & field4 = EduNum15,70,0.001603,3.928191,1.62E-38,0.002273,0.945946
>50K & field8 = White & field10 = Hour36-50 & field1 = Age41-50 & field5 = Married-civ-spouse & field3 = Prof-school,70,0.001603,3.928191,1.62E-38,0.002273,0.945946
>50K & field9 = Male & field11 = United-States & field1 = Age41-50 & field5 = Married-civ-spouse & field4 = EduNum15,121,0.002769,3.92556,1.08E-65,0.003931,0.945313
>50K & field9 = Male & field11 = United-States & field1 = Age41-50 & field5 = Married-civ-spouse & field3 = Prof-school,121,0.002769,3.92556,1.08E-65,0.003931,0.945313
>50K & field11 = United-States & field1 = Age41-50 & field7 = Husband & field4 = EduNum15,121,0.002769,3.92556,1.08E-65,0.003931,0.945313
>50K & field11 = United-States & field1 = Age41-50 & field7 = Husband & field3 = Prof-school,121,0.002769,3.92556,1.08E-65,0.003931,0.945313
>50K & field8 = White & field9 = Male & field10 = Hour36-50 & field1 = Age41-50 & field5 = Married-civ-spouse & field4 = EduNum15,68,0.001556,3.921956,2.53E-37,0.002211,0.944444
>50K & field8 = White & field9 = Male & field10 = Hour36-50 & field1 = Age41-50 & field5 = Married-civ-spouse & field3 = Prof-school,68,0.001556,3.921956,2.53E-37,0.002211,0.944444
>50K & field8 = White & field10 = Hour36-50 & field1 = Age41-50 & field7 = Husband & field3 = Prof-school,68,0.001556,3.921956,2.53E-37,0.002211,0.944444
>50K & field8 = White & field10 = Hour36-50 & field1 = Age41-50 & field7 = Husband & field4 = EduNum15,68,0.001556,3.921956,2.53E-37,0.002211,0.944444
>50K & field10 = Hour36-50 & field11 = United-States & field1 = Age41-50 & field5 = Married-civ-spouse & field3 = Prof-school,67,0.001533,3.918706,9.99E-37,0.002181,0.943662
>50K & field10 = Hour36-50 & field11 = United-States & field1 = Age41-50 & field5 = Married-civ-spouse & field4 = EduNum15,67,0.001533,3.918706,9.99E-37,0.002181,0.943662
>50K & field9 = Male & field10 = Hour36-50 & field11 = United-States & field1 = Age41-50 & field5 = Married-civ-spouse & field4 = EduNum15,66,0.001509,3.915364,3.94E-36,0.00215,0.942857
>50K & field9 = Male & field10 = Hour36-50 & field11 = United-States & field1 = Age41-50 & field5 = Married-civ-spouse & field3 = Prof-school,66,0.001509,3.915364,3.94E-36,0.00215,0.942857
>50K & field10 = Hour36-50 & field11 = United-States & field1 = Age41-50 & field7 = Husband & field4 = EduNum15,66,0.001509,3.915364,3.94E-36,0.00215,0.942857
>50K & field10 = Hour36-50 & field11 = United-States & field1 = Age41-50 & field7 = Husband & field3 = Prof-school,66,0.001509,3.915364,3.94E-36,0.00215,0.942857
